chr,start,end,strand,name,nr reads,start region,end region,closest cg id,closest symbol
chr3L,23882206,23883306,-,s356,141,CDS,CDS,CG40470,CG40470
chr3L,462182,462558,-,s357,141,CDS,CDS,CG17046,klar
chr2L,15737629,15740899,-,s358,141,CDS,5' UTRs,CG3938,CycE
chr3R,8953833,8958815,-,s359,140,CDS,5' UTRs,CG42573,2mit
chr3R,25671322,25672793,+,s360,139,CDS,CDS,CG31009,Cad99C
chr4,92948,103372,+,s361,138,5' UTRs,CDS,CG34403,pan
chr3L,15903602,15904752,-,s362,138,CDS,5' UTRs,CG6114,CG6114
chr3L,9411445,9412371,-,s363,138,CDS,5' UTRs,CG3967,CG3967
chr3L,9100443,9101291,-,s364,138,CDS,CDS,CG4760,bol
chrX,12369674,12370030,+,s365,138,5' UTRs,CDS,CG42258,CG42258
chrX,1518172,1531367,+,s366,137,5' UTRs,CDS,CG11491,br
chr2L,10409712,10410409,+,s367,136,5' UTRs,3' UTRs,CG5271,RpS27A
chr3R,11120836,11121266,+,s368,136,CDS,CDS,CG4898,Tm1
chrX,3268974,3270266,+,s369,135,5' UTRs,CDS,CG10798,dm
chr3R,20512910,20513627,+,s370,135,CDS,CDS,CG10693,slo
chr4,92948,120101,+,s371,134,5' UTRs,CDS,CG34403,pan
chr4,495587,497728,-,s372,134,CDS,CDS,CG11533,Asator
chr4,903244,904267,-,s373,133,CDS,CDS,CG2999,unc-13
chr3R,21222435,21223284,-,s374,133,CDS,5' UTRs,CG10772,Fur1
chr3R,5840713,5841648,-,s375,131,CDS,CDS,CG33208,Mical
chr3R,21907615,21914069,-,s376,131,CDS,CDS,CG32474,dys
chr3R,19043602,19044971,-,s377,130,CDS,5' UTRs,CG43286,CG13826
chr3R,14799711,14800023,+,s378,130,introns,introns,CG42613,CG42613
chr2R,7782662,7782942,+,s379,129,3' UTRs,3' UTRs,CG8280,Ef1alpha48D
chr3L,23255809,23257464,+,s380,129,5' UTRs,CDS,CG12414,nAcRalpha-80B
chr3R,27566,28519,+,s381,129,CDS,CDS,CG12582,CG12582
chrXHet,184085,184197,+,s382,129,other,other,CG17172,ATbp
chr4,302351,303364,-,s383,128,CDS,5' UTRs,CG2381,Syt7
chr2R,238055,238723,-,s384,128,CDS,CDS,CG40129,Gprk1
chr2R,6681350,6681989,-,s385,128,introns,other,CG12340,wde
chr3R,21903195,21914069,-,s386,127,CDS,CDS,CG32474,dys
chr2L,16557880,16559944,+,s387,127,5' UTRs,CDS,CG42389,CG42389
chrX,6524739,6525138,+,s388,126,5' UTRs,CDS,CG3973,pigs
chr2R,15046240,15046857,+,s389,125,CDS,CDS,CG15112,ena
chr3L,17714910,17716385,+,s390,125,CDS,CDS,CG32183,Ccn
chr2R,12646758,12648219,-,s391,125,CDS,CDS,CG8566,unc-104
chr2L,9905876,9906443,-,s392,125,CDS,5' UTRs,CG13124,CG13124
chr3L,20342043,20344830,+,s393,124,5' UTRs,CDS,CG5605,eRF1
chr2R,5991762,5993330,+,s394,123,5' UTRs,CDS,CG17870,14-3-3zeta
chr3R,27042534,27042651,-,s395,122,3' UTRs,3' UTRs,CG1746,CG1746
chr2L,2323384,2327552,+,s396,122,5' UTRs,CDS,CG33955,eys
chrX,12501732,12503381,+,s397,122,CDS,3' UTRs,CG32654,Sec16
chr3R,448232,449346,+,s398,121,5' UTRs,CDS,CG1056,5-HT2
chr3LHet,1306996,1360849,-,s399,121,CDS,5' UTRs,CG40178,CG40178
chr3R,18140383,18141521,-,s400,120,CDS,CDS,CG34377,CG34377
chr3R,16789448,16789915,+,s401,120,5' UTRs,CDS,CG5670,Atpalpha
chrXHet,9009,9671,+,s402,120,5' UTRs,CDS,CG2893,CG2893
chr2R,10450517,10452578,+,s403,119,CDS,CDS,CG10117,ttv
chr3R,10169948,10170906,-,s404,119,CDS,5' UTRs,CG8524,NK7.1
chr2L,22817715,22820497,+,s405,119,5' UTRs,CDS,CG18028,lt
chrX,14991490,14995205,+,s406,119,CDS,CDS,CG5627,rab3-GEF
chrX,8117662,8118080,+,s407,119,5' UTRs,CDS,CG32717,sdt
chr3L,8462511,8462782,+,s408,118,CDS,CDS,CG6964,Gug
chr2R,6735959,6736765,-,s409,118,CDS,CDS,CG30015,CG30015
chr2R,9068496,9071685,-,s410,117,CDS,introns,CG32904,seq
chr2R,4562153,4562376,+,s411,116,5' UTRs,CDS,CG8732,Acsl
chr2L,930066,930423,+,s412,116,5' UTRs,CDS,CG4341,CG4341
chr2R,3489938,3493749,-,s413,116,CDS,5' UTRs,CG1358,CG1358
chrX,8990800,8992446,-,s414,116,CDS,CDS,CG7766,CG7766
chrX,17763016,17767433,-,s415,115,CDS,CDS,CG42273,mnb
chr2L,3094218,3098065,-,s416,115,CDS,CDS,CG9660,toc
chr2R,17816908,17817855,+,s417,114,5' UTRs,CDS,CG34368,Fili
chr2L,4987908,4991262,+,s418,114,CDS,CDS,CG34126,CG34126
chr3R,2666958,2667936,-,s419,112,CDS,5' UTRs,CG1030,Scr
chr2L,21716326,21717672,+,s420,112,CDS,CDS,CG31619,CG31619
chr2R,9072283,9075413,-,s421,112,5' UTRs,5' UTRs,CG32904,seq
chr4,919020,929810,-,s422,111,CDS,other,CG2999,unc-13
chr2L,18064635,18065730,+,s423,111,CDS,CDS,CG15151,rdo
chr3L,9151042,9156074,-,s424,110,CDS,CDS,CG10537,Rdl
chr2L,18062363,18063932,+,s425,110,CDS,CDS,CG15151,rdo
chr2L,10619881,10620635,+,s426,110,CDS,CDS,CG31721,Trim9
chrX,2849982,2851290,-,s427,110,CDS,CDS,CG4125,rst
chrX,20380394,20403629,-,s428,110,5' UTRs,other,CG18492,Tak1
chrXHet,56677,57926,+,s429,110,CDS,CDS,CG17167,CG17167
chr3L,9069121,9078019,+,s430,109,5' UTRs,5' UTRs,CG4821,Tequila
chr3R,5057797,5060386,-,s431,109,CDS,5' UTRs,CG9755,pum
chr2R,17882120,17908376,-,s432,109,CDS,introns,CG34370,CG34370
chr4,544958,547146,+,s433,108,CDS,CDS,CG1449,zfh2
chrX,18007292,18008679,-,s434,108,CDS,5' UTRs,CG7178,wupA
chrX,19469392,19471627,-,s435,108,CDS,5' UTRs,CG14217,Tao-1
chr3L,22770212,22771924,+,s436,107,5' UTRs,CDS,CG32451,SPoCk
chr2R,18442724,18444299,-,s437,107,CDS,5' UTRs,CG4444,px
chr3L,16708542,16709937,+,s438,106,CDS,CDS,CG9695,Dab
chr3L,2524600,2541403,-,s439,106,CDS,5' UTRs,CG16757,Spn
chr3L,14193046,14194766,+,s440,105,5' UTRs,CDS,CG33991,nuf
chrX,20931520,20932584,+,s441,105,5' UTRs,CDS,CG32513,bves
chr2L,14807476,14807546,-,s442,105,repeats,repeats,CG18420,CG18420
chr2R,20479476,20479822,+,s443,104,CDS,CDS,CG3541,pio
chr3R,15762977,15764178,-,s444,104,CDS,CDS,CG4451,Hs6st
chr3L,19364187,19366683,-,s445,104,CDS,CDS,CG32206,CG32206
chr3L,7649476,7654606,-,s446,104,3' UTRs,CDS,FBgn0261687,NA
chr2R,1919604,1920226,-,s447,104,CDS,CDS,CG33131,SCAP
chr2L,5077536,5079574,-,s448,104,CDS,5' UTRs,CG31651,pgant5
chr3R,10252760,10253483,-,s449,103,CDS,CDS,FBgn0085418,NA
chr3R,505952,506559,+,s450,103,introns,5' UTRs,CG43427,NA
chrX,183075,184629,-,s451,103,CDS,5' UTRs,CG13375,CG13375
chr2L,19409405,19410643,-,s452,103,CDS,CDS,CG31794,Pax
chr2R,3962979,3963953,+,s453,102,CDS,CDS,CG8715,lig
chr2L,14196928,14197867,-,s454,102,CDS,5' UTRs,CG4551,smi35A
chrX,5245863,5247037,+,s455,101,CDS,CDS,CG10706,SK
chr3R,26976117,26976434,+,s456,101,CDS,CDS,CG1470,Gycbeta100B
chr2R,9224458,9224853,-,s457,101,other,other,CG17048,CG17048
chr2L,7721117,7724517,-,s458,101,CDS,CDS,CG13794,CG13794
chr2R,15103927,15105699,+,s459,100,CDS,CDS,CG7097,hppy
chr3R,17428743,17429295,-,s460,100,5' UTRs,5' UTRs,CG6376,E2f
chr3R,10494589,10497525,-,s461,100,CDS,CDS,CG7649,Neu3
chr3L,8548832,8549071,+,s462,99,5' UTRs,5' UTRs,CG6831,rhea
chr2L,9503597,9504813,+,s463,99,5' UTRs,CDS,CG33298,CG33298
chrX,1307452,1308718,+,s464,99,5' UTRs,CDS,CG34387,futsch
chr2L,22841847,22843208,-,s465,99,3' UTRs,CDS,CG40005,CG40005
chr2R,1885270,1888928,+,s466,97,introns,CDS,CG14471,CG14471
chr3LHet,2547134,2550453,+,s467,97,other,repeats,CG17023,Dbp80
chr4,254892,257101,+,s468,97,CDS,CDS,CG1674,CG1674
chr4,659593,661362,-,s469,97,introns,CDS,CG9935,CG9935
chr2L,5850832,5853258,+,s470,97,CDS,CDS,CG34381,CG34381
chr2R,17053065,17053379,-,s471,97,CDS,CDS,CG4266,CG4266
chr3R,19163619,19166249,-,s472,96,CDS,5' UTRs,CG17077,pnt
chr3R,19137705,19139280,-,s473,96,CDS,CDS,CG17077,pnt
chr4,550320,556506,+,s474,95,CDS,CDS,CG1449,zfh2
chr3L,20847158,20849662,-,s475,95,CDS,CDS,CG32432,CG32432
chr3L,5728827,5729194,+,s476,94,CDS,CDS,CG34418,sif
chr3L,1009323,1009739,-,s477,94,CDS,CDS,CG18214,trio
chr2L,4079505,4080022,+,s478,94,CDS,CDS,CG12676,ed
chr3R,6019583,6030038,+,s479,94,5' UTRs,CDS,CG3985,Syn
chrX,17933119,17934416,-,s480,94,CDS,5' UTRs,CG12348,Sh
chrX,22386433,22388404,-,s481,94,CDS,CDS,CG12473,stnB
chr4,500662,502330,-,s482,93,CDS,5' UTRs,CG11533,Asator
chr3L,19060470,19063199,-,s483,93,other,5' UTRs,CG14080,Mkp3
chr3R,14841514,14844205,+,s484,93,CDS,CDS,CG31043,gukh
chr3R,21400607,21410175,+,s485,93,CDS,introns,CG5099,msi
chrX,11708731,11709572,-,s486,93,CDS,5' UTRs,CG1578,CG1578
chr3R,17188230,17189606,-,s487,92,3' UTRs,CDS,CG32491,CG42776
chrX,20787863,20788500,-,s488,92,5' UTRs,introns,CG11227,CG11227
chr2L,1652776,1653835,+,s489,91,5' UTRs,5' UTRs,CG31666,chinmo
chrX,1518172,1518740,+,s490,91,5' UTRs,CDS,CG11491,br
chrX,4344722,4345063,+,s491,90,CDS,CDS,CG3578,bi
chr3R,16817964,16820145,+,s492,90,5' UTRs,CDS,CG5685,Calx
chrX,6022427,6026346,-,s493,90,CDS,CDS,FBgn0029846,Ca-alpha1T-RB
chr2R,5395369,5398704,+,s494,89,repeats,CDS,CG42344,brp
chr2L,19600859,19611626,+,s495,89,other,5' UTRs,CG10443,Lar
chr3R,20512910,20518038,+,s496,89,CDS,CDS,CG10693,slo
chr2R,5821825,5828458,-,s497,89,introns,5' UTRs,CG1429,Mef2
chr2R,9758800,9761964,-,s498,89,CDS,CDS,CG18076,shot
chr3R,9600951,9601181,+,s499,88,CDS,CDS,CG9297,CG9297
chr3R,20512910,20515149,+,s500,88,CDS,CDS,CG10693,slo
chrX,14967375,14968407,-,s501,88,CDS,CDS,CG9057,Lsd-2
chr3L,3310521,3310896,+,s502,87,CDS,CDS,CG17723,ZnT63C
chr3R,13486370,13490546,+,s503,87,CDS,CDS,CG14322,CG14322
chr3R,12119710,12124272,+,s504,87,CDS,CDS,CG6963,gish
chr3R,14745146,14747041,+,s505,87,5' UTRs,CDS,FBgn0038661,NA
chr2L,21615104,21615676,-,s506,87,CDS,CDS,CG2201,CG2201
chr2R,16483063,16483319,+,s507,86,5' UTRs,5' UTRs,CG13425,bl
chr3L,12405112,12407186,-,s508,86,CDS,5' UTRs,CG32103,CG32103
chr2L,317744,318120,+,s509,86,5' UTRs,CDS,CG4574,Plc21C
chrX,10028006,10028576,+,s510,86,CDS,CDS,CG34104,CG34104
chrX,11289274,11290604,+,s511,86,CDS,CDS,CG1725,dlg1
chrX,5605511,5605836,-,s512,86,CDS,5' UTRs,CG33080,CG33080
chr2R,4562153,4566639,+,s513,85,5' UTRs,CDS,CG8732,Acsl
chr3L,507976,508799,-,s514,85,CDS,5' UTRs,CG17046,klar
chr2L,19714890,19715953,+,s515,85,CDS,CDS,CG10443,Lar
chr3R,5447242,5448496,+,s516,85,5' UTRs,CDS,CG8312,CG8312
chr3L,1698648,1699316,+,s517,84,5' UTRs,introns,CG7991,CG7991
chr3R,11902837,11903259,-,s518,84,CDS,CDS,CG31045,Mhcl
chr3L,11534879,11535934,-,s519,84,CDS,5' UTRs,CG11711,Mob2
chr2RHet,2902095,2912604,+,s520,84,5' UTRs,CDS,CG10837,eIF-4B
chr3R,13835671,13836296,+,s521,84,5' UTRs,5' UTRs,FBgn0000363,cpo-RJ
chr2R,18882012,18884035,-,s522,84,3' UTRs,5' UTRs,CG9896,CG9896
chr2R,15347301,15348121,+,s523,83,5' UTRs,CDS,CG8201,par-1
chr4,1017139,1025244,+,s524,83,CDS,CDS,CG11186,toy
chr4,1138478,1142248,-,s525,83,CDS,5' UTRs,CG11059,cals
chr3L,1572970,1573764,+,s526,83,CDS,CDS,CG12004,CG12004
chr3L,2728421,2729469,-,s527,83,CDS,5' UTRs,CG32296,Mrtf
chr3L,1784908,1789101,-,s528,83,CDS,5' UTRs,CG1977,alpha-Spec
chr2L,16749057,16750490,+,s529,83,CDS,3' UTRs,CG17912,CG17912
chr2L,8664159,8665518,+,s530,83,CDS,CDS,CG18405,Sema-1a
chr3R,205173,205546,+,s531,83,CDS,CDS,CG11739,CG11739
chr2R,5204799,5208715,-,s532,83,other,5' UTRs,CG13739,CG13739
chr2R,19631861,19632137,-,s533,83,CDS,5' UTRs,CG4051,egl
chr4,842964,844244,-,s534,82,introns,5' UTRs,CG11153,Sox102F
chr2L,4336451,4336957,+,s535,82,5' UTRs,CDS,CG2969,Atet
chr2L,8915355,8916053,+,s536,82,5' UTRs,CDS,CG34398,CG34398
chr2R,11664684,11670971,-,s537,82,CDS,CDS,CG30084,Zasp52
chrX,3413859,3414166,-,s538,82,CDS,CDS,CG32791,CG32791
chr4,842934,844244,-,s539,81,introns,5' UTRs,CG11153,Sox102F
chr3L,7595889,7597062,+,s540,81,CDS,CDS,CG33275,CG33275
chr3L,9546003,9574813,+,s541,81,5' UTRs,CDS,CG42673,CG42673
chr3L,4670119,4675947,-,s542,81,CDS,5' UTRs,CG43225,axo
chr2L,8928061,8928743,+,s543,81,CDS,CDS,CG34398,CG34398
chr2R,1008269,1009157,-,s544,81,CDS,5' UTRs,CG2944,gus
chrX,15265546,15266241,-,s545,81,CDS,CDS,CG9151,acj6
chrX,9954482,9964333,-,s546,81,CDS,5' UTRs,CG15312,CG15312
chr2R,11297072,11298047,+,s547,80,other,5' UTRs,CG8175,Mtk
chr2R,9897669,9898686,+,s548,80,5' UTRs,CDS,CG8118,mam
chr4,95695,115241,+,s549,80,CDS,CDS,CG34403,pan
chr3R,622212,623419,-,s550,80,CDS,5' UTRs,CG42574,CG42574
chr3L,2820060,2821707,-,s551,80,5' UTRs,introns,CG43444,NA
chrX,15204412,15205249,+,s552,80,CDS,CDS,CG42739,gce
chr3R,4579894,4581934,-,s553,79,5' UTRs,5' UTRs,CG11768,CG11768
chr3R,3785475,3786844,-,s554,79,CDS,5' UTRs,CG11094,dsx
chr3R,21909795,21914069,-,s555,79,CDS,CDS,CG32474,dys
chrX,10118953,10120688,+,s556,79,CDS,CDS,CG34408,CG34408
chr2R,13238600,13239810,+,s557,78,CDS,CDS,CG33197,mbl
chr3L,14660360,14660841,+,s558,78,CDS,CDS,CG32146,dlp
chr3RHet,2437713,2443781,+,s559,78,CDS,CDS,CG42402,CG42402
chr3R,743120,743853,+,s560,78,5' UTRs,CDS,CG31536,Cdep
chr2R,15848531,15848601,-,s561,78,repeats,repeats,CG42691,CG42691
chr2L,9555285,9556398,-,s562,78,CDS,5' UTRs,CG4405,jp
chr3L,528340,548067,+,s563,77,5' UTRs,repeats,CG34269,CG34269
chr3R,6197872,6198927,-,s564,77,CDS,5' UTRs,CG6312,Rfx
chrX,21895318,21905576,+,s565,77,CDS,CDS,CG14616,l(1)G0196
chr2R,5291213,5291963,-,s566,77,CDS,CDS,CG8804,wun
chr4,1116203,1122725,+,s567,76,CDS,CDS,CG11049,sv
chr4,945710,950757,-,s568,76,CDS,5' UTRs,CG10811,eIF4G
chr3R,4659698,4661232,-,s569,76,CDS,CDS,CG43140,pyd
chr3R,3689984,3694094,-,s570,76,CDS,CDS,CG17816,CG17816
chr3R,21535748,21565344,-,s571,76,CDS,5' UTRs,CG31092,LpR2
chr3L,1003397,1003821,-,s572,76,CDS,CDS,CG18214,trio
chr2R,16845766,16846350,-,s573,76,CDS,CDS,CG33152,hbn
chr2R,2850386,2850600,-,s574,76,CDS,5' UTRs,CG33558,CG33558
chr2R,1035707,1036661,+,s575,75,CDS,CDS,CG3136,Atf6
chr3L,1723581,1724225,-,s576,75,CDS,5' UTRs,CG2086,drpr
chr3LHet,1256560,1257083,-,s577,75,CDS,CDS,CG40178,CG40178
chr2L,22580739,22581341,-,s578,75,CDS,CDS,CG40006,CG40006
chr2R,15099362,15099781,+,s579,74,CDS,CDS,CG7097,hppy
chrX,4372182,4372463,+,s580,74,CDS,CDS,CG3578,bi
chr3R,13792196,13793550,+,s581,74,5' UTRs,5' UTRs,FBgn0000363,cpo-RJ
chr3R,16113672,16116808,+,s582,74,5' UTRs,CDS,CG43122,cic
chrX,17447107,17448116,-,s583,74,other,other,CG8527,ppk23
chr3RHet,1702562,1703293,-,s584,74,CDS,5' UTRs,CG41099,CG41099
chr4,731544,735138,+,s585,73,5' UTRs,CDS,CG1464,ey
chr3L,14304962,14310437,+,s586,73,CDS,CDS,CG17697,fz
chrX,5292099,5292795,+,s587,73,CDS,CDS,CG10706,SK
chr3R,5769204,5769616,+,s588,73,CDS,CDS,FBgn0250818,CG34360-RD
chr2R,2039336,2040055,-,s589,73,CDS,5' UTRs,CG1765,EcR
chr2R,18494842,18494988,+,s590,72,snoRNAs,snoRNAs,CG4046,RpS16
chr3L,5652530,5652781,+,s591,72,other,other,CG17334,lin-28
chr3R,10166945,10170906,-,s592,72,CDS,5' UTRs,CG8524,NK7.1
chr3R,3688642,3691483,-,s593,72,CDS,CDS,CG17816,CG17816
chr3L,23882206,23905555,-,s594,72,CDS,CDS,CG40470,CG40470
chr2R,17908132,17908376,-,s595,72,introns,introns,CG34370,CG34370
chr2R,16200526,16201366,-,s596,72,5' UTRs,5' UTRs,CG13868,CG13868
chrX,9954482,9955381,-,s597,72,CDS,CDS,CG15312,CG15312
chr3L,23927516,23928221,-,s598,71,CDS,CDS,CG40470,CG40470
chr4,844128,848550,-,s599,70,CDS,5' UTRs,CG11153,Sox102F
chr3L,23559940,23563058,+,s600,70,CDS,CDS,CG40300,AGO3
chr3R,12118447,12123067,+,s601,70,CDS,CDS,CG6963,gish
chr3R,26304842,26305502,+,s602,70,CDS,CDS,CG31022,PH4alphaEFB
chr2R,14981546,14984014,+,s603,69,CDS,CDS,CG16720,5-HT1A
chr2R,13162916,13164283,+,s604,69,5' UTRs,introns,CG33197,mbl
chr3R,16524058,16526607,-,s605,69,CDS,5' UTRs,CG3856,Oamb
chr3R,328162,329447,-,s606,69,CDS,CDS,CG34357,CG34357
chr3R,10252760,10258927,-,s607,69,CDS,5' UTRs,FBgn0085418,NA
chr2L,4990309,4991262,+,s608,69,CDS,CDS,CG34126,CG34126
chrX,2888895,2889521,+,s609,69,5' UTRs,5' UTRs,CG3603,CG3603
chr3R,19617790,19620962,+,s610,69,CDS,CDS,CG10379,mbc
chr3R,7932862,7933804,+,s611,69,5' UTRs,CDS,CG31361,dpr17
chr2R,3665981,3667390,-,s612,69,CDS,5' UTRs,CG30497,CG30497
chr2R,9072283,9072680,-,s613,69,5' UTRs,5' UTRs,CG32904,seq
chrX,12700932,12701261,-,s614,69,CDS,CDS,CG42276,Pde9
chr2L,1061235,1062213,-,s615,69,CDS,5' UTRs,CG4385,S
chr2R,450351,450586,+,s616,68,CDS,CDS,CG40293,Stlk
chr2R,5991762,5992572,+,s617,68,5' UTRs,CDS,CG17870,14-3-3zeta
chr3L,2443391,2461268,+,s618,68,CDS,CDS,CG42669,CG42669
chr3L,2524600,2525718,-,s619,68,CDS,CDS,CG16757,Spn
chrX,11275890,11277145,+,s620,68,CDS,CDS,CG1725,dlg1
chr3R,2944681,2947475,-,s621,67,CDS,5' UTRs,FBgn0037471,NA
chr3R,11110336,11111076,+,s622,67,5' UTRs,CDS,CG4898,Tm1
chr2R,17882120,17882614,-,s623,67,CDS,CDS,CG34370,CG34370
chr2R,3870147,3872956,-,s624,67,CDS,5' UTRs,CG11198,CG11198
chr3L,8456105,8462023,+,s625,66,CDS,CDS,CG6964,Gug
chr3L,4659481,4660409,-,s626,66,CDS,CDS,CG43225,axo
chr3R,6664973,6665664,+,s627,66,CDS,CDS,CG42601,Cad86C
chr3R,12338687,12339898,+,s628,66,5' UTRs,CDS,CG42342,CG42342
chrX,6012152,6020890,-,s629,66,CDS,CDS,FBgn0029846,Ca-alpha1T-RB
chr2L,9732917,9733532,-,s630,66,CDS,CDS,CG18660,Nckx30C
chr4,659642,664781,-,s631,65,CDS,CDS,CG9935,CG9935
chr3R,27784758,27805341,-,s632,65,5' UTRs,5' UTRs,CG31000,heph
chr3R,17999655,18000449,+,s633,65,5' UTRs,CDS,CG31163,SKIP
chr3L,14193046,14193907,+,s634,64,5' UTRs,CDS,CG33991,nuf
chr3R,14594383,14594838,-,s635,64,CDS,5' UTRs,CG7720,CG7720
chr3L,21181888,21183072,-,s636,64,CDS,5' UTRs,CG42337,CG42337
chr2L,20334622,20336549,+,s637,64,CDS,CDS,CG10076,spir
chrX,13469936,13471697,+,s638,64,5' UTRs,CDS,FBgn0052632,NA
chrX,631203,631698,+,s639,64,CDS,CDS,CG5227,sdk
chr3R,16617468,16618277,+,s640,64,CDS,5' UTRs,CG17838,CG17838
chr3R,8845065,8847364,+,s641,64,5' UTRs,CDS,CG7583,CtBP
chr2R,1533834,1535329,-,s642,64,introns,CDS,CG11665,CG11665
chr2R,5502333,5503008,-,s643,64,CDS,CDS,CG1794,Mmp2
chrX,844398,844872,-,s644,64,CDS,CDS,CG3690,CG3690
chr2L,22428350,22429110,-,s645,64,CDS,5' UTRs,CG17489,RpL5
chr3L,2434627,2436228,+,s646,63,5' UTRs,CDS,CG42669,CG42669
chr3L,7925402,7926334,-,s647,63,CDS,CDS,CG8110,syd
chr3L,3443459,3445560,-,s648,63,CDS,CDS,CG10840,eIF5B
chr3R,12890439,12890683,+,s649,63,CDS,CDS,CG5201,Dad
chr3R,12124193,12125411,+,s650,63,CDS,CDS,CG6963,gish
chr2R,6226128,6227707,-,s651,63,CDS,CDS,CG42732,CG42732
chr2L,16278864,16279169,-,s652,63,CDS,CDS,CG7664,crp
chr2L,21680519,21680612,-,s653,63,introns,introns,CG2238,Ef2b
chr2L,22904951,22908822,-,s654,63,CDS,5' UTRs,CG18140,Cht3
chr3L,14896977,14898080,+,s655,62,other,CDS,CG42247,CG42247
chr2L,16820113,16820930,+,s656,62,5' UTRs,CDS,CG31991,mdy
chr2L,12153509,12155658,+,s657,62,5' UTRs,CDS,CG31760,CG31760
chr2L,16698140,16698348,+,s658,62,CDS,CDS,CG17161,grp
chr2L,20760526,20760841,+,s659,62,CDS,CDS,CG1768,dia
chrX,3138769,3140718,+,s660,62,5' UTRs,CDS,CG32498,dnc
chr3R,7785,8649,+,s661,62,CDS,CDS,CG12581,CG12581
chrX,4568401,4570605,-,s662,62,CDS,5' UTRs,CG3000,rap
chrX,21082108,21082826,-,s663,62,CDS,5' UTRs,CG32521,CG32521
chr2R,2390259,2391193,+,s664,61,5' UTRs,CDS,CG9397,jing
chr3L,21900447,21908755,+,s665,61,5' UTRs,CDS,FBgn0014362,mub-RC
chr3R,19452320,19453182,-,s666,61,CDS,5' UTRs,CG31145,CG31145
chr3R,20045323,20046285,-,s667,61,CDS,5' UTRs,CG31137,twin
chr2L,12271592,12272084,+,s668,61,CDS,CDS,CG31762,aret
chrX,16822649,16824148,+,s669,61,5' UTRs,introns,CG4928,CG4928
chr2L,18209770,18215846,-,s670,61,CDS,5' UTRs,CG42750,CG42750
chr4,382931,387388,+,s671,60,CDS,CDS,CG1710,Hcf
chr3L,14612534,14614496,+,s672,60,5' UTRs,CDS,CG13478,shd
chr3L,12213079,12214382,-,s673,60,CDS,5' UTRs,CG42318,app
chr2L,5146994,5148882,+,s674,60,5' UTRs,5' UTRs,CG42768,Msp-300
chrX,3049961,3050497,+,s675,60,CDS,CDS,CG3936,N
chrX,11864365,11867517,-,s676,60,CDS,CDS,CG43368,CG15928
chrX,18688994,18691502,-,s677,60,CDS,5' UTRs,CG7088,bnb
chrX,12975547,12977131,-,s678,60,CDS,CDS,CG4353,hep
chr2L,14610685,14611916,-,s679,60,CDS,CDS,CG3479,osp
chr2L,8223826,8225415,-,s680,60,CDS,CDS,CG8222,Pvr
chr2L,2793176,2798836,-,s681,60,5' UTRs,5' UTRs,CG3139,Syt1
chr3L,14032149,14033694,+,s682,59,CDS,CDS,CG6603,Hsc70Cb
chr3L,23255809,23271562,+,s683,59,5' UTRs,CDS,CG12414,nAcRalpha-80B
chr3R,8951556,8958815,-,s684,59,introns (AS),5' UTRs,CG42573,2mit
chr3R,8951885,8958815,-,s685,59,CDS,5' UTRs,CG42573,2mit
chr3R,21532010,21535239,-,s686,59,CDS,CDS,CG31092,LpR2
chr2L,22820171,22820804,+,s687,59,5' UTRs,introns,CG18028,lt
chr3R,11780306,11783641,+,s688,59,CDS,3' UTRs,CG8884,Sap47
chr3R,16622867,16628273,+,s689,59,5' UTRs,CDS,CG17838,CG17838
chr2R,3356866,3358387,-,s690,59,CDS,CDS,CG11140,Aldh-III
chrX,17763016,17764690,-,s691,59,CDS,CDS,CG42273,mnb
chr2L,3080652,3081268,-,s692,59,CDS,CDS,CG9660,toc
chr2R,13162916,13260666,+,s693,58,5' UTRs,CDS,CG33197,mbl
chr3L,18654458,18657920,+,s694,58,5' UTRs,CDS,CG6896,MYPT-75D
chr3L,4674957,4675947,-,s695,58,CDS,5' UTRs,CG43225,axo
chrX,18266065,18270427,+,s696,58,5' UTRs,3' UTRs,CG6103,CrebB-17A
chrX,7539814,7541012,+,s697,58,repeats,CDS,CG11387,ct
chr3R,18995619,18996202,+,s698,58,5' UTRs,CDS,CG13836,CG13836
chrX,7820683,7824348,-,s699,58,3' UTRs,5' UTRs,CG10777,CG10777
chrX,5655203,5656714,-,s700,58,CDS,5' UTRs,CG3086,MAPk-Ak2
chr2R,2380173,2391193,+,s701,57,other,CDS,CG9397,jing
chr3R,9496368,9497246,-,s702,57,CDS,CDS,CG9637,Task6
chr3L,310278,311285,-,s703,57,CDS,CDS,CG7004,fwd
chr3L,14770440,14770866,-,s704,57,CDS,CDS,CG5295,bmm
chr3R,22404444,22406744,+,s705,57,CDS,CDS,CG43398,CG31082
chrX,10151702,10152050,-,s706,57,5' UTRs,5' UTRs,CG43388,CG34319
chr2L,6699766,6701944,-,s707,57,CDS,5' UTRs,CG11326,Tsp
chr4,1112886,1116458,+,s708,56,5' UTRs,CDS,CG11049,sv
chr3L,7617699,7619096,+,s709,56,CDS,CDS,CG33275,CG33275
chr3R,4905468,4906744,-,s710,56,CDS,CDS,CG9755,pum
chr3L,9100055,9101291,-,s711,56,3' UTRs,CDS,CG4760,bol
chr2L,21727007,21727573,+,s712,56,CDS,CDS,CG31619,CG31619
chr2L,12536276,12540900,-,s713,56,CDS,5' UTRs,CG42281,bun
chr2L,10496630,10498155,-,s714,56,CDS,CDS,CG7438,Myo31DF
